sID,sentence,is_stressor,is_stressor_conf,is_covid,is_covid_conf,original_label,top_label,second_label,avg_severity,median_severity,SD_severity,Votes,Financial Problem,Other,Everyday Decision Making,Emotional Turmoil,School,Family Issues,Social Relationships,Work,"Health, Fatigue, or Physical Pain",Source,is_seed
3830,To switch gears....in retrospect: I regret many things about this year and this semester,1,80.00%,0,100.00%,Other,School,Emotional Turmoil,5.2,7,2.93,8,0,0.1,0,0.1,0.7,0,0.1,0,0,InquireComposited,0
3831,"every time I think I'm getting over the whole work thing, something brings me down.",1,100.00%,0,100.00%,Other,Work,Emotional Turmoil,4.2,4,1.6,6,0,0,0,0.3,0,0,0,0.7,0,InquireComposited,0
3832,"I kept losing track of how that last one goes, and trying to write it up was a serious pain.",1,80.00%,0,100.00%,Other,Other,"Health, Fatigue, or Physical Pain",2.8,3,2.14,6,0.1,0.4,0.2,0.1,0,0,0,0,0.2,InquireComposited,0
3833,that's forgotten all you taught me -persephone Life's been exhausting lately.,1,80.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Everyday Decision Making,2.2,3,1.17,7,0,0.2,0.2,0.2,0,0,0.1,0,0.3,InquireComposited,0
3834,"after all this, i'm bitching about having a job.",1,80.00%,0,100.00%,Other,Work,Emotional Turmoil,3.2,2,2.71,7,0.1,0.2,0,0.2,0,0,0,0.5,0,InquireComposited,0
3835,"my life is still so fucked up right now, i dont know when i'll be going back.",1,100.00%,0,100.00%,Other,Emotional Turmoil,Everyday Decision Making,6.6,8,1.74,8,0,0.1,0.3,0.4,0.1,0,0,0,0.1,InquireComposited,0
3836,"I dunno, things are just changing lately- and it's as if me and my roommate did something wrong?",1,100.00%,0,100.00%,Other,Social Relationships,Everyday Decision Making,4,4,1.26,5,0,0,0.2,0,0,0,0.8,0,0,InquireComposited,0
3837,so anyways today sucked....sometimes i don't understand myself.... when my life sucks so much why do i even try??,1,100.00%,0,100.00%,Other,Emotional Turmoil,Everyday Decision Making,6.6,7,1.5,6,0,0,0.3,0.5,0,0,0,0,0.2,InquireComposited,0
3838,"I've been pretty bad with this whole updating thing, ne? ::shrug:: Well, I've been busy.",0,60.00%,0,100.00%,Other,Other,Social Relationships,0.6,0,0.8,6,0,0.5,0,0.2,0,0,0.3,0,0,InquireComposited,0
3839,"Hmm... Life has just been feeling alittle monotonous lately, i need spontinaity.",1,80.00%,0,100.00%,Other,Emotional Turmoil,Other,2.4,2,2.06,6,0,0.3,0.1,0.6,0,0,0,0,0,InquireComposited,0
3840,I get annoyed when I don't get to finish telling a story.,1,60.00%,0,100.00%,Other,Other,Everyday Decision Making,1.8,1,2.64,6,0,0.4,0.3,0,0,0,0.3,0,0,InquireComposited,0
3841,"There's always some reason to feel not good enough, and it's hard at the end of the day.",1,100.00%,0,100.00%,Other,Emotional Turmoil,"Health, Fatigue, or Physical Pain",4.2,4,1.47,7,0,0.1,0,0.6,0,0,0,0,0.3,InquireComposited,0
3842,a lot of things have been bothering me and i dont know what to do anymore..oh well this is life.,1,80.00%,0,100.00%,Other,Everyday Decision Making,Emotional Turmoil,2.8,3,1.72,8,0,0.2,0.5,0.3,0,0,0,0,0,InquireComposited,0
3843,A stressful aspect to this all is that I have to finish my week out there.,1,80.00%,0,100.00%,Other,Emotional Turmoil,Work,2.4,3,1.36,6,0,0.2,0.1,0.4,0,0,0,0.3,0,InquireComposited,0
3844,"Actually, it's not really a good thing... Anyways, need to get working, now that I don't have school.",0,60.00%,0,100.00%,Other,Other,Work,0.8,0,1.17,5,0,0.8,0,0,0,0,0,0.2,0,InquireComposited,0
3845,"After missing so much school, things are really starting to get crazy with assignments.",1,100.00%,0,100.00%,Other,School, ,4.6,4,0.8,5,0,0,0,0,1,0,0,0,0,InquireComposited,0
3846,after that megan just dropped us off and now i'm tired and my stomach hurts.,1,60.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Other,2.4,3,2.24,5,0,0.4,0,0,0,0,0,0,0.6,InquireComposited,0
3847,Ahh I've been feeling really down lately because I have all this shit going on.,1,100.00%,0,100.00%,Other,Other,Social Relationships,5.4,5,1.02,8,0,0.3,0.1,0.2,0,0,0.3,0.1,0,InquireComposited,0
3848,i had to go to work feeling crappy.,1,80.00%,0,100.00%,Other,Work,Other,3.2,3,1.94,8,0,0.1,0,0.1,0,0,0,0.7,0.1,InquireComposited,0
3849,what's happening after this school year is scaring me.,1,80.00%,0,100.00%,Other,School,Everyday Decision Making,3.6,4,2.06,6,0,0.1,0.3,0,0.6,0,0,0,0,InquireComposited,0
3850,lately I've been getting really sad when I think about not being with mom.,1,100.00%,0,100.00%,Other,Family Issues,Emotional Turmoil,5,5,0.63,7,0,0,0,0.4,0,0.6,0,0,0,InquireComposited,0
3851,"I need to start going to classes again, i have been slacking real bad!",1,60.00%,0,100.00%,Other,School,Other,2,3,1.67,6,0,0.4,0.1,0,0.5,0,0,0,0,InquireComposited,0
3852,Apparently work hours are all messed up.,1,100.00%,0,100.00%,Other,Work, ,2.8,2,2.23,5,0,0,0,0,0,0,0,1,0,InquireComposited,0
3853,"I have been frustrated lately, the idea doesn't come as easy.",1,80.00%,0,100.00%,Other,Other,Emotional Turmoil,2.6,3,1.5,5,0,0.6,0.2,0.2,0,0,0,0,0,InquireComposited,0
3854,"By the time I got home, I was depressed.",1,100.00%,0,100.00%,Other,Emotional Turmoil,School,5.4,6,2.73,5,0,0,0,0.8,0.2,0,0,0,0,InquireComposited,0
3855,I don't feel right when you're gone away 'Cause I'm broken when I'm open,1,100.00%,0,100.00%,Other,Social Relationships,Emotional Turmoil,3.4,4,1.36,6,0,0,0.2,0.3,0,0,0.5,0,0,InquireComposited,0
3856,i'm so frustrated w/ the people in my life.,1,100.00%,0,100.00%,Other,Social Relationships,Emotional Turmoil,6,6,1.67,8,0,0,0,0.3,0,0.1,0.6,0,0,InquireComposited,0
3857,"now that I just went through the uninstall and reinstall, I find the uninstaller really tedious.",0,60.00%,0,100.00%,Other,Other,Everyday Decision Making,1.2,0,1.94,6,0,0.9,0.1,0,0,0,0,0,0,InquireComposited,0
3858,"to top it all off, now I'm worried about my dreams because they've started to become inconsistent.",1,100.00%,0,100.00%,Other,Emotional Turmoil,"Health, Fatigue, or Physical Pain",3,2,1.79,6,0,0.1,0,0.7,0,0,0,0,0.2,InquireComposited,0
3859,"truthfully, it's hard to get into that mindset again, especially since I am so upset at the net.",1,100.00%,0,100.00%,Other,Emotional Turmoil,Social Relationships,2.8,2,1.94,7,0,0.2,0,0.4,0,0,0.3,0.1,0,InquireComposited,0
3860,"when i look back on my life, it was extremely difficult.",1,60.00%,0,100.00%,Other,Other,Everyday Decision Making,2.6,1,3.07,7,0,0.3,0.3,0.3,0,0.1,0,0,0,InquireComposited,0
3861,another Satuday has come and I'm really dreading work ......,1,100.00%,0,100.00%,Other,Work,School,3.4,3,1.36,6,0.1,0,0,0,0.3,0,0,0.6,0,InquireComposited,0
3862,Any clarity I had found is piled under stress and unwanted responsibilities at the moment.,1,100.00%,0,100.00%,Other,Other,Everyday Decision Making,5.8,6,2.14,8,0,0.3,0.3,0.2,0,0,0.1,0,0.1,InquireComposited,0
3863,"was pretty frustrated right now, so I thought I'd bring it up to someone/something.",1,100.00%,0,100.00%,Other,Emotional Turmoil, ,4.6,5,1.5,5,0,0,0,1,0,0,0,0,0,InquireComposited,0
3864,"ive been really stressed out lately, im not really sure which way my life is going.",1,100.00%,0,100.00%,Other,Emotional Turmoil,Everyday Decision Making,4.8,5,1.33,8,0,0,0.5,0.5,0,0,0,0,0,InquireComposited,0
3865,"As far as being alone goes, that has been bothering me the most lately.",1,100.00%,0,100.00%,Other,Emotional Turmoil,Social Relationships,4.4,4,1.5,7,0,0,0,0.8,0,0,0.2,0,0,InquireComposited,0
3866,As for today..I'm frustrated and on my last nerve.,1,100.00%,0,100.00%,Other,Emotional Turmoil,"Health, Fatigue, or Physical Pain",5.8,7,2.93,7,0,0,0.1,0.6,0,0,0,0.1,0.2,InquireComposited,0
3867,"As soon as I came back to work, I am miserable.",1,100.00%,0,100.00%,Other,Work,Emotional Turmoil,6.6,7,1.5,7,0,0,0,0.2,0,0,0,0.8,0,InquireComposited,0
3868,it's really making me worry about the future of my family.,1,100.00%,0,100.00%,Other,Family Issues,Emotional Turmoil,5,4,2.1,8,0.1,0,0.1,0.2,0,0.6,0,0,0,InquireComposited,0
3869," whenever I think I've made progress, something always comes back to me feel insecure...",1,80.00%,0,100.00%,Other,Emotional Turmoil,Other,3.8,4,2.04,6,0,0.3,0,0.7,0,0,0,0,0,InquireComposited,0
3870, I'm sick of forever being worried about them.,1,80.00%,0,100.00%,Other,Other,Social Relationships,3,4,1.79,6,0,0.6,0,0.1,0,0,0.3,0,0,InquireComposited,0
3871,"Being so busy I feel like I have lost my spiritual sense, or a sense of myself.",1,100.00%,0,100.00%,Other,Emotional Turmoil,Other,4.4,4,1.02,7,0,0.1,0,0.8,0,0,0.1,0,0,InquireComposited,0
3872,"Both me and my mom had to work, so that sucked.",1,80.00%,0,100.00%,Other,Work,Other,1.6,2,1.02,7,0,0.1,0,0,0,0.1,0,0.8,0,InquireComposited,0
3873,"I dunno lah, my whole cycle seems to be screwed up.. from this jobhunting stress I think! Sheesh..",1,100.00%,0,100.00%,Other,Work, ,5.8,7,3.31,5,0,0,0,0,0,0,0,1,0,InquireComposited,0
3874,"I find myself, worrying and getting all stressed out over the littlest of things.",1,100.00%,0,100.00%,Other,Emotional Turmoil,Everyday Decision Making,6.2,6,2.14,8,0,0,0.4,0.5,0,0,0,0.1,0,InquireComposited,0
3875,it made me VERY ill on my way back home.,1,80.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Other,4.6,5,2.42,7,0,0.1,0,0.1,0,0,0,0,0.8,InquireComposited,0
3876,it still bothers me...... I've just had a frustrating day.,1,100.00%,0,100.00%,Other,Emotional Turmoil,Other,3.6,4,1.5,5,0,0.4,0,0.4,0,0,0,0,0.2,InquireComposited,0
3877," Ive thought about it a lot, and I just can't afford it this time around.",1,100.00%,0,100.00%,Other,Financial Problem,Everyday Decision Making,3.8,4,0.4,6,0.6,0,0.2,0.1,0,0.1,0,0,0,InquireComposited,0
3878,living with my parents for now calls for a perilous commute.,1,100.00%,0,100.00%,Other,Family Issues,Other,2.8,3,0.75,8,0,0.2,0.1,0,0,0.5,0,0.2,0,InquireComposited,0
3879,my constant absenteeism is starting to become a problem.,1,80.00%,0,100.00%,Other,Everyday Decision Making,Other,2.4,2,1.5,5,0,0.2,0.4,0,0.2,0,0,0.2,0,InquireComposited,0
3880,now i'm sad because i have to work on my final........,1,100.00%,0,100.00%,Other,School, ,3.8,4,1.6,5,0,0,0,0,1,0,0,0,0,InquireComposited,0
3881,"now that the time for leaving is drawing near, I'm starting to feel sad.",1,80.00%,0,100.00%,Other,Emotional Turmoil,Everyday Decision Making,2.2,2,1.33,5,0,0.2,0.2,0.6,0,0,0,0,0,InquireComposited,0
3882,"on my days off, I just feel like I'm wasting time.",1,80.00%,0,100.00%,Other,Everyday Decision Making,Other,1.6,2,1.02,7,0,0.3,0.3,0.1,0,0,0.2,0,0.1,InquireComposited,0
3883,the goodbye was really difficult for me.,1,80.00%,0,100.00%,Other,Social Relationships,Emotional Turmoil,3.8,5,2.79,8,0,0.1,0,0.2,0,0,0.7,0,0,InquireComposited,0
3884,yeah. I'm still very worried about my tryout.,1,100.00%,0,100.00%,Other,Other,School,3.4,2,1.96,6,0,0.6,0,0,0.3,0,0,0.1,0,InquireComposited,0
3885,yes...now i'm sad because i have to work.,1,100.00%,0,100.00%,Other,Work,Emotional Turmoil,2.4,1,1.96,6,0,0,0,0.1,0,0,0,0.9,0,InquireComposited,0
3886,bwahahaha first part of practice was really frustrating for me.,1,80.00%,0,100.00%,Other,Other,Emotional Turmoil,2.8,2,2.48,7,0.1,0.6,0.1,0.1,0.1,0,0,0,0,InquireComposited,0
3887,By the time I got home I was feeling real pain.,1,100.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain", ,6,6,0.89,5,0,0,0,0,0,0,0,0,1,InquireComposited,0
3888,By the time I was ready to go into work I was feeling pretty shitty.,1,100.00%,0,100.00%,Other,Work,Emotional Turmoil,4.4,5,1.74,6,0,0,0,0.2,0,0,0,0.7,0.1,InquireComposited,0
3889,College and work have been killing me.,1,100.00%,0,100.00%,Other,Work,School,4.8,5,1.72,10,0,0,0,0,0.5,0,0,0.5,0,InquireComposited,0
3890,"Considering my recent projects, this is INCREDIBLY frustrating.",1,100.00%,0,100.00%,Other,Work,School,6,6,2,7,0,0.2,0,0,0.2,0,0,0.6,0,InquireComposited,0
3891,"Conversation on the way home from Gville made me pretty frustrated, I don't know.",1,80.00%,0,100.00%,Other,Social Relationships,Other,2.8,4,1.6,6,0,0.2,0,0.1,0,0,0.6,0,0.1,InquireComposited,0
3892,"Coupled with constant writer's block and feeling uncreative, I got stressed out early.",1,100.00%,0,100.00%,Other,Work,Emotional Turmoil,3.6,4,1.5,7,0,0,0,0.3,0.1,0,0,0.6,0,InquireComposited,0
3893,"Dammit distance, that seems to be the problem of my life.",1,60.00%,0,100.00%,Other,Other,Everyday Decision Making,2.4,1,2.73,5,0,0.6,0.2,0,0,0,0.2,0,0,InquireComposited,0
3894,"dang well my cermaics final is over, and dude it was kinda hard!",1,80.00%,0,100.00%,Other,School,Other,3.4,4,1.85,6,0,0.1,0,0,0.9,0,0,0,0,InquireComposited,0
3895,dude i just lost a really important entry and i'm not happy.,1,80.00%,0,100.00%,Other,Emotional Turmoil,Financial Problem,4.2,4,2.64,7,0.2,0.2,0,0.5,0,0,0,0.1,0,InquireComposited,0
3896,Due to screw up with my schedule.,1,80.00%,0,100.00%,Other,Work,Other,3,3,2.28,5,0,0.2,0.2,0,0,0,0,0.6,0,InquireComposited,0
3897,"Each time I have to tell someone I don't have a job yet, I feel that much more defeated.",1,100.00%,0,100.00%,Other,Work,Emotional Turmoil,4.2,3,1.94,7,0,0,0,0.4,0,0,0,0.6,0,InquireComposited,0
3898,"Finally, I am irritated that I couldn't remember everything I wanted to post....",1,60.00%,0,100.00%,Other,Other,Everyday Decision Making,0.8,1,0.75,6,0,0.6,0.3,0.1,0,0,0,0,0,InquireComposited,0
3899,For some reason I've been really tired lately (Did I complain about this already?) and it's driving me nuts.,1,100.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Other,4.8,4,2.48,8,0,0.1,0,0.1,0,0,0,0.1,0.7,InquireComposited,0
3900,Frustrated and I've sold myself out down the road with time growing old I've got to change.,1,100.00%,0,100.00%,Other,Emotional Turmoil,Social Relationships,4.8,4,2.32,7,0,0,0.1,0.7,0,0,0.2,0,0,InquireComposited,0
3901,"Going back to work SUCKED... I still can't seem to get back into the swing of things, haha...",1,100.00%,0,100.00%,Other,Work, ,4.6,5,1.85,5,0,0,0,0,0,0,0,1,0,InquireComposited,0
3902,Got to work and now I'm in a bad mood.,1,60.00%,0,100.00%,Other,Work,Other,1.8,1,1.94,5,0,0.4,0,0,0,0,0,0.6,0,InquireComposited,0
3903,Grr..some reason when I got home today I was depressed AGAIN.,1,100.00%,0,100.00%,Other,Emotional Turmoil,"Health, Fatigue, or Physical Pain",3.2,4,1.47,6,0,0,0,0.9,0,0,0,0,0.1,InquireComposited,0
3904,haha leaving school was sooo difficult for me.,1,60.00%,0,100.00%,Other,Other,School,2.2,1,2.4,6,0,0.4,0,0.3,0.3,0,0,0,0,InquireComposited,0
3905,Have I mentioned lately that work really sucks now?,1,100.00%,0,100.00%,Other,Work, ,4.4,4,1.5,5,0,0,0,0,0,0,0,1,0,InquireComposited,0
3906,he doesnt have enough time with me cuzz oh oh he has to go back to work.,1,80.00%,0,100.00%,Other,Social Relationships,Other,3.4,3,2.65,7,0,0.2,0,0.1,0,0.2,0.4,0.1,0,InquireComposited,0
3907,"hes like ""i was starting to get worried... were not gonna have much time to practice.""",1,60.00%,0,100.00%,Other,Other,Social Relationships,0.8,1,0.75,6,0,0.6,0.1,0.1,0,0,0.2,0,0,InquireComposited,0
3908,Hypochondriac:: I don't feel so good right now... Insecure:: When I'm having an off day this usually shows up.,1,80.00%,0,100.00%,Other,Emotional Turmoil,"Health, Fatigue, or Physical Pain",3,2,2.19,8,0,0.2,0,0.5,0,0,0,0,0.3,InquireComposited,0
3909,I ahve been thinking alot about work lately and Im starting to think that maybe Im not so happy here.,1,100.00%,0,100.00%,Other,Work, ,4.6,6,1.74,5,0,0,0,0,0,0,0,1,0,InquireComposited,0
3910,I already paid these exhorbitant costs at my current school and I'm reluctant to pay them again.,1,100.00%,0,100.00%,Other,Financial Problem,School,2.8,2,1.72,9,0.6,0,0,0,0.4,0,0,0,0,InquireComposited,0
3911,I am all stressed from school and work.,1,100.00%,0,100.00%,Other,Work,School,5.4,5,1.02,10,0,0,0,0,0.5,0,0,0.5,0,InquireComposited,0
3912,I am frustrated with an aspect of my job.,1,60.00%,0,100.00%,Other,Other,Work,3,3,3.29,6,0,0.5,0,0,0,0,0,0.5,0,InquireComposited,0
3913,"I am going out of my mind with work, but i'll ""git errrr dunnnnn"" hahah.",1,100.00%,0,100.00%,Other,Work,Emotional Turmoil,4,3,2.28,6,0,0,0,0.1,0,0,0,0.9,0,InquireComposited,0
3914,I am having issues with my parents.,1,100.00%,0,100.00%,Other,Family Issues, ,4,4,1.1,5,0,0,0,0,0,1,0,0,0,InquireComposited,0
3915,I am having trouble motivating myself this semester.,1,60.00%,0,100.00%,Other,School,Other,1.8,1,1.83,9,0,0.2,0.1,0.1,0.6,0,0,0,0,InquireComposited,0
3916,I am sad that I won't have that class anymore.,1,60.00%,0,100.00%,Other,School,Other,1.2,1,1.17,6,0,0.3,0,0,0.6,0,0,0.1,0,InquireComposited,0
3917,I am so depressed lately and it's making me what to say goodbye to everyone ... I don't want that.,1,100.00%,0,100.00%,Other,Emotional Turmoil,"Health, Fatigue, or Physical Pain",7.2,7,1.72,8,0,0,0.1,0.7,0,0,0.1,0,0.1,InquireComposited,0
3918,I am SO sick of this past year for some reason.,1,100.00%,0,100.00%,Other,Everyday Decision Making,Emotional Turmoil,6.2,7,1.17,8,0.1,0,0.5,0.2,0.1,0,0,0.1,0,InquireComposited,0
3919,"I am so so so so tired but I need to do my work that I have neglected, blah.",1,100.00%,0,100.00%,Other,Work,"Health, Fatigue, or Physical Pain",3,3,1.1,9,0,0,0.1,0,0.1,0,0,0.6,0.2,InquireComposited,0
3920,I am still having a terrible time working myself up to doing this assignment.,1,80.00%,0,100.00%,Other,School,Other,3,4,1.79,6,0,0.2,0,0.1,0.7,0,0,0,0,InquireComposited,0
3921,I am tired and I only barely did the work I was supposed to do and I feel nasty.,1,100.00%,0,100.00%,Other,Work,"Health, Fatigue, or Physical Pain",4.4,5,1.62,8,0,0,0,0,0,0,0,0.7,0.3,InquireComposited,0
3922,"i am tired, nervous, hungry, and to top it all off i have my period. today sucks.",1,100.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Emotional Turmoil,4.6,4,1.85,9,0,0.1,0,0.3,0,0,0,0,0.6,InquireComposited,0
3923,I am upset about work.,1,80.00%,0,100.00%,Other,Work,Other,3,3,2,6,0,0.2,0,0.1,0,0,0,0.7,0,InquireComposited,0
3924,I became so reclusive at this point that I know my mom was worried.,1,100.00%,0,100.00%,Other,Family Issues,Emotional Turmoil,5,5,1.41,8,0,0,0,0.2,0,0.7,0,0,0.1,InquireComposited,0
3925,I been worrying about too many things out of my control lately and ive really gotta stop.,1,100.00%,0,100.00%,Other,Emotional Turmoil,Everyday Decision Making,3.8,4,0.75,7,0,0,0.4,0.6,0,0,0,0,0,InquireComposited,0
3926,I began to feel worse as soon as I got home.,1,100.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Family Issues,3.6,4,1.02,5,0,0,0.2,0,0,0.2,0,0,0.6,InquireComposited,0
3927,I bitch about my job and my lack of a nicer one.,1,100.00%,0,100.00%,Other,Work,Financial Problem,3.8,4,1.6,6,0.1,0,0,0,0,0,0,0.9,0,InquireComposited,0
3928,i called out of work and i am feeling very guilty about it.,1,80.00%,0,100.00%,Other,Work,Other,3,3,2.45,7,0,0.2,0.1,0.1,0,0,0,0.6,0,InquireComposited,0
3929,"i can't take the way i feel everyday... about school, about mom and dad, about hurting myself, about letting go.",1,100.00%,0,100.00%,Other,Family Issues,Emotional Turmoil,8,9,2.61,10,0,0,0,0.3,0.3,0.4,0,0,0,InquireComposited,0
3930,"i can't tell wither there real or not. i've recently become impatient,",1,60.00%,0,100.00%,Other,Other,Emotional Turmoil,2.4,2,2.58,6,0,0.7,0,0.3,0,0,0,0,0,InquireComposited,0
3931,I don't normally feel like this and am ashamed to admit I've spent the day mounting my little Una.,1,60.00%,0,100.00%,Other,Emotional Turmoil,Other,3,2,2.97,5,0,0.4,0,0.6,0,0,0,0,0,InquireComposited,0
3932,I dunno it's just something I've been kind of upset about lately.,1,80.00%,0,100.00%,Other,Emotional Turmoil,Other,3.8,5,2.4,7,0,0.2,0.1,0.7,0,0,0,0,0,InquireComposited,0
3933,I feel a bit bad as i ahve been putting off catching up with her for a while.,1,80.00%,0,100.00%,Other,Social Relationships,Other,2.2,2,1.33,5,0,0.2,0,0,0,0,0.8,0,0,InquireComposited,0
3934,I feel bad about not updating...but I have been busy and tired.,1,100.00%,0,100.00%,Other,"Health, Fatigue, or Physical Pain",Everyday Decision Making,3,2,2.1,8,0,0.1,0.1,0.1,0,0,0,0,0.7,InquireComposited,0
3935,"I feel bad for myself, having to move there.. it's sooo complicated with all of that stuff.",1,100.00%,0,100.00%,Other,Emotional Turmoil,Everyday Decision Making,2.8,2,1.17,5,0,0.2,0.2,0.6,0,0,0,0,0,InquireComposited,0
3936,i feel bad i didn't get to stay around longer on thrusday.,1,60.00%,0,100.00%,Other,Other,Everyday Decision Making,1.6,1,1.62,6,0,0.6,0.3,0,0,0,0.1,0,0,InquireComposited,0
3937,I feel bad. I have to go get one today.,0,60.00%,0,100.00%,Other,Other,Emotional Turmoil,1.6,0,2.06,5,0,0.6,0,0.4,0,0,0,0,0,InquireComposited,0
3938,I feel frustrated because at times I honestly just flat out struggle with dealing with a lot of this stuff.,1,100.00%,0,100.00%,Other,Everyday Decision Making,Emotional Turmoil,5.6,5,2.42,6,0,0,0.5,0.3,0,0,0,0.2,0,InquireComposited,0
3939,I feel frustrated by how long it is taking to finish household tasks. 2.,1,60.00%,0,100.00%,Other,Other,Everyday Decision Making,1.4,1,1.5,6,0,0.6,0.3,0,0,0.1,0,0,0,InquireComposited,0
3940,I feel like a bad person. I need to get away for a day.,1,60.00%,0,100.00%,Other,Other,Emotional Turmoil,2,2,1.9,6,0,0.6,0.1,0.3,0,0,0,0,0,InquireComposited,0
3941,"I feel like I did before we started going out, i'm discontent, i'm tired.",1,60.00%,0,100.00%,Other,Other,Emotional Turmoil,3,2,3.35,6,0,0.4,0,0.3,0,0,0.1,0,0.2,InquireComposited,0
3942,I feel like my life is one bad decision after the next.,1,100.00%,0,100.00%,Other,Everyday Decision Making,Emotional Turmoil,5.2,6,1.94,8,0,0,0.6,0.2,0,0.1,0.1,0,0,InquireComposited,0
3943,I feel really bad when I take time off from work.,0,60.00%,0,100.00%,Other,Other,Work,0.6,0,0.8,6,0,0.5,0,0.2,0,0,0,0.3,0,InquireComposited,0
3944,I feel so bad having to turn down everything that I am offered because I have to work.,1,80.00%,0,100.00%,Other,Work,Other,3.8,4,2.32,5,0,0.2,0,0,0,0,0,0.8,0,InquireComposited,0
